ID Number,Number,Image,Topic,Reading,Front,Back,
7323,954,,Derivative Investments,73,How does the possibility of exercise affect the lower bound on option prices for American and European bonds?,"The lower bound of a European put is zero or the present value of the exercise price minus the underlying price, whichever is greater. The lower bound of an American put is zero or the exercise price minus the underlying price. So the lower bounds of an American put can be greater than those of the European put. The lower bounds of a European call are equal to those of an American call.",EndOfLine
7324,955,,Derivative Investments,73,How do the lowest prices of European calls compare to those of American calls?,The lower bound of an American call option is the same as that for a European call.,EndOfLine
7325,956,,Derivative Investments,73,What is a fiduciary call?,A fiduciary call is a call plus a risk-free bond - one that matures at expiration of the call - with a face value equal to the exercise price of the call.,EndOfLine
7326,957,,Derivative Investments,73,What is a protective put?,A protective put is the put plus the underlying asset.,EndOfLine
7328,958,,Derivative Investments,73,What is the directional effect of a positive interest rate change on an option's price?,"As interest rates rise, call prices increase and put options increase. This is because of the cost of borrowing – it costs more to create a leveraged position in an asset than to purchase the call; however, there is more opportunity cost (lost interest)  for holding a put.",EndOfLine
7329,959,,Derivative Investments,73,What is the directional effect of a volatility change on an option's price?,"As volatility increase, both put options and call options are worth more.",EndOfLine
7400,960,,Derivative Investments,74,How are swap contacts terminated?,"A swap contract can be terminated by having the counterparty pay/receive the net market value of the swap, or by selling the swap to another party. A swap position can also be terminated by entering into an offsetting swap with the same or a different counterparty.",EndOfLine
7401,961,,Derivative Investments,74,What is a plain vanilla interest rate swap?,"A plain vanilla swap is an interest rate swap in which one party pays a floating rate and the other pays a fixed rate, both in the same currency.",EndOfLine
7402,962,,Derivative Investments,74,What is an equity swap? What is the payment?,"In an equity swap, one party makes a fixed payment and the other makes payments based on the returns on a stock or stock index.",EndOfLine
7403,963,,Derivative Investments,74,What is a currency swap? What is the payment?,"In a currency swap, each party initially exchanges equal amounts in two different currencies, and then each party makes interest payments to the other in the same currency they received originally.",EndOfLine
7500,964,Y,Derivative Investments,75,Illustrate the graph of profit for buying a call.,See below:,EndOfLine
7500,965,Y,Derivative Investments,75,Illustrate the graph of profit for selling a call.,See below:,EndOfLine
7500,966,Y,Derivative Investments,75,Illustrate the graph of profit for buying a put.,See below:,EndOfLine
7500,967,Y,Derivative Investments,75,Illustrate the graph of profit for selling a put.,See below:,EndOfLine
7504,968,Y,Derivative Investments,75,How do you create a covered call position and what does the profit curve look like?,This involves selling a call option while holding shares of the underlying stock. The profit curve is illustrated below:,EndOfLine
7504,969,Y,Derivative Investments,75,How do you create a protective put position and what does the profit curve look like?,This involves purchasing a put option while holding shares of the underlying stock. The profit curve is illustrated below:,EndOfLine
7504,970,Y,Derivative Investments,75,How do you create a straddle position and what does the profit curve look like?,This involves selling a call option while holding shares of the underlying stock. The profit curve is illustrated below:,EndOfLine
7506,971,,Derivative Investments,75,What is the effect on risk of a covered call strategy and a protective put strategy?,"The covered call is used to provide income in the form of the option premium, and the position implies the expectation that the stock price will remain relatively stable; a covered call is still susceptible to downside risk since the investor owns the underlying stock. A protective put is a bullish position that limits downside risk, by limiting losses (to the price of the option premium).",EndOfLine
